rarity,id,name,image_url,appeal,skill,preawakened
SR+,512,"""China Heroine"" Mahiru Kasumi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0512.jpg,Star Kissing Jewel,Sexy Score UP! (iii),
PR,513,"""The Legendary Idol"" Hime",https://images.dream-wonderland.com/photokatsu/Photokatsu_0513.jpg,Sexy Flash,Aura plus Appeal! (iv),
PR+,514,"""Connecting the Radiance"" Hime+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0514.png,Sexy Flash,Aura plus Appeal! (iv),
PR,515,"""The Legendary Idol"" Miya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0515.jpg,Sexy Flash,Sexy Score UP! (iv),
PR+,516,"""Origin of the Radiance"" Miya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0516.png,Sexy Flash,Sexy Score UP! (iv),
SR,517,"""Moon Beauty Class"" Yozora Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0517.jpg,Star Sexy Charm,Sexy Aura UP! (iii),
SR+,518,"""Japan Heroine"" Yozora Kasumi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0518.jpg,Star Kissing Jewel,Sexy Aura UP! (iii),
SR,519,"""Bird Theatre Class"" Tsubasa Kisaragi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0519.jpg,Star Cool Charm,Very Good Combo!,
SR+,520,"""Race Supporter"" Tsubasa Kisaragi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0520.jpg,Star Unchain Chord,Very Good Combo!,
SR,521,"""Wind Dance Class"" Yuzu Nikaidō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0521.jpg,Star Pop Charm,Very Good plus Appeal! (iii),
SR+,522,"""The Postponed Vacance"" Yuzu Nikaidō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0522.jpg,Star Smiley Splash,Very Good plus Appeal! (iii),
R,523,"""The Admired Uniform"" Laura Sakuraba",https://images.dream-wonderland.com/photokatsu/Photokatsu_0523.png,Star Cool Charm,Cool Aura UP! (ii),
R+,524,"""The Cold Water Gun"" Laura Sakuraba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0524.jpg,Star Cool Charm,Cool Aura UP! (ii),
R,525,"""An Idol's Must Need"" Mahiru Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0525.jpg,Star Sexy Charm,Sexy Score UP! (ii),
R+,526,"""Tropical Juice"" Mahiru Kasumi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0526.jpg,Star Sexy Charm,Sexy Score UP! (ii),
SR,527,"""The Brave Charmont"" Seira Otoshiro",https://images.dream-wonderland.com/photokatsu/Photokatsu_0527.jpg,Passion Beat,Cool Score UP! (iii),
SR+,528,"""Memories of being in a Unit"" Seira Otoshiro+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0528.jpg,Passion Beat,Cool Score UP! (iii),
SR,529,"""Sky Dress"" Akari Ōzora",https://images.dream-wonderland.com/photokatsu/Photokatsu_0529.jpg,Dreaming Heart,Very Good plus Appeal!,
SR+,530,"""Sky Ski-Skip"" Akari Ōzora+",https://images.dream-wonderland.com/photokatsu/Photokatsu_530.jpg,Dreaming Heart,Very Good plus Appeal!,
PR,531,"""The Ice Bliss Diva"" Sumire Hikami",https://images.dream-wonderland.com/photokatsu/Photokatsu_0531.jpg,Premium Electro Groove,Cool Aura UP! (iv),
PR+,532,"""The Diva's Smile"" Sumire Hikami+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0532.jpg,Premium Electro Groove,Cool Aura UP! (iv),
R,533,"""The Unit's Growth"" Miyabi Fujiwara",https://images.dream-wonderland.com/photokatsu/Photokatsu_0533.jpg,Sexy Flash,Sexy plus Appeal! (ii),
R+,534,"""Casual Clothing during Offtime"" Miyabi Fujiwara+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0534.jpg,Sexy Flash,Sexy plus Appeal! (ii),
SR,535,"""Lovely Dress"" Madoka Amahane",https://images.dream-wonderland.com/photokatsu/Photokatsu_0535.jpg,Dreaming Heart,Cute Aura UP! (iii),
SR+,536,"""Love Ski-Skip"" Madoka Amahane+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0536.jpg,Dreaming Heart,Cute Aura UP! (iii),
R,537,"""Obsession with Music"" Kokone Kurisu",https://images.dream-wonderland.com/photokatsu/Photokatsu_0537.jpg,Pop Flash,Pop Score UP! (ii),
R+,538,"""Be Sporty during Offtime"" Kokone Kurisu+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0538.jpg,Pop Flash,Pop Score UP! (ii),
SR,539,"""The Lively Coord"" Michelle Tachibana",https://images.dream-wonderland.com/photokatsu/Photokatsu_0539.jpg,Trick Toy Box,All Aura UP! (iii),
SR+,540,"""Balloon Ribbon"" Michelle Tachibana+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0540.jpg,Trick Toy Box,All Aura UP! (iii),
PR,541,"""The Queen's Style"" Mizuki Kanzaki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0541.jpg,Premium Double Moon Jewel,Aura plus Appeal! (iv),
PR+,542,"""Brilliance of the Queen"" Mizuki Kanzaki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0542.jpg,Premium Double Moon Jewel,Aura plus Appeal! (iv),
SR,543,"""The Witch and the Magic Mirror"" Ichigo Hoshimiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0543.jpg,Angel Arrow,All Aura UP! (iii),
SR+,544,"""If it's a dress then definitely"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0544.jpg,Angel Arrow,All Aura UP! (iii),
PR,545,"""Beat Star Bolt"" Rin Kurosawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0545.png,Premium Electro Groove,Aura plus Appeal! (iv),
PR+,546,"""Voice of the Dancing Lightning"" Rin Kurosawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0546.png,Premium Electro Groove,Aura plus Appeal! (iv),
SR,547,"""Tight and Cute"" Asami Himuro",https://images.dream-wonderland.com/photokatsu/Photokatsu_0547.jpg,Clock Circus,Very Good plus Appeal! (iii),
SR+,548,"""Our Unit"" Asami Himuro",https://images.dream-wonderland.com/photokatsu/Photokatsu_0548.jpg,Clock Circus,Very Good plus Appeal! (iii),
SR,549,"""Depart to the Universe!"" Shion Kamiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0549.jpg,Cosmo Showtime,Cool Score UP! (iii),
SR+,550,"""The UFO Skirt"" Shion Kamiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0550.jpg,Cosmo Showtime,Cool Score UP! (iii),
SR,551,"""Romantic Elegant"" Ran Shibuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0551.jpg,Butterfly Flip,Aura plus Appeal! (iii),
SR+,552,"""It's because we are Rivals"" Ran Shibuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0552.jpg,Butterfly Flip,Aura plus Appeal! (iii),
R,553,"""Two makes One Unit"" Sakura Kitaōji",https://images.dream-wonderland.com/photokatsu/Photokatsu_0553.jpg,Cute Flash,Cute Score UP! (ii),
R+,554,"""Pastel Girly"" Sakura Kitaōji+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0554.jpg,Cute Flash,Cute Score UP! (ii),
R,555,"""The Impact of Units"" Shion Kamiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0555.png,Cool Flash,Cool Score UP! (ii),
R+,556,"""Outing with Sakura"" Shion Kamiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0556.jpg,Cool Flash,Cool Score UP! (ii),
SR,557,"""Purple Elegant"" Hikari Minowa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0557.jpg,Butterfly Flip,Sexy Aura UP! (iii),
SR+,558,"""Shining Swallowtail"" Hikari Minowa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0558.jpg,Butterfly Flip,Sexy Aura UP! (iii),
PR,559,"""Stylish Thief Once Again!"" Ran Shibuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0559.jpg,Premium Butterfly Flip,Sexy plus Appeal! (iv),
SR+,560,"""Thrilling Tonight"" Ran Shibuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0560.jpg,Premium Butterfly Flip,Sexy plus Appeal! (iv),
SR,561,"""Treasure the Training"" Yurika Tōdō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0561.jpg,Butterfly Flip,All Aura UP! (iii),
SR+,562,"""That Treasure is Mine!"" Yurika Tōdō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0562.jpg,Clock Circus,All Aura UP! (iii),
SR,563,"""Our Likeliness"" Sora Kazesawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0563.jpg,Butterfly Flip,Sexy Score UP! (iii),
SR+,564,"""Ethnic Phantom"" Sora Kazesawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0564.png,Sky Oasis,Sexy Score UP! (iii),
SR,565,"""New・Stylish Thief"" Otome Arisugawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0565.jpg,Butterfly Flip,Aura plus Appeal! (iii),
SR+,566,"""Rainbow-colored Phantom"" Otome Arisugawa+",https://images.dream-wonderland.com/photokatsu/Photokatdu_0566.png,Candy Rainbow,Aura plus Appeal! (iii),
SR,567,"""New・Swallowtail"" Ichigo Hoshimiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0567.jpg,Butterfly Flip,Very Good Combo!,
SR+,568,"""Mother and Child Stylish Thief"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0568.jpg,Angel Arrow,Very Good Combo!,
R,569,"""The Surprise from Me"" Mizuki Kanzaki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0569.jpg,Sexy Flash,Good plus Appeal!,
R+,570,"""This is my card..."" Mizuki Kanzaki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0570.jpg,Sexy Flash,Good plus Appeal!,
R,571,"""You won't run away this time either!"" Shion Kamiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0571.png,Cool Flash,Cool Score UP! (ii),
R+,572,"""Rookie Officer of the 7 Star Police Station"" Shion Kamiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0572.jpg,Cool Flash,Cool Score UP! (ii),
PR,573,"""Tonight's Leading Role belongs to Me"" Yurika Tōdō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0573.png,Premium Clock Circus,Cool Aura UP! (iv),
PR+,574,"""The Vampire Witch"" Yurika Tōdō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0574.png,Premium Clock Circus,Cool Aura UP! (iv),
SR,575,"""I'm Feeling Fantasy"" Hinaki Shinjō",https://images.dream-wonderland.com/photokatsu/Photokatsu_0575.jpg,Happy Halloween,Aura plus Appeal! (iii),
SR+,576,"""Devil Tulle"" Hinaki Shinjō+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0576.jpg,Cheerful Kiss,Aura plus Appeal! (iii),
SR,577,"""I am the Captain!"" Mikuru Natsuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0577.png,Happy Halloween,Pop Score UP! (iii),
SR+,578,"""Devil Paint"" Mikuru Natsuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0578.png,Cheerful Kiss,Pop Score UP! (iii),
SR,579,"""The Witch with a Red Ribbon"" Ichigo Hoshimiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0579.png,Happy Halloween,Cute plus Appeal! (iii),
SR+,580,"""Hearty Eyes"" Ichigo Hoshimiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0580.jpg,Angel Arrow,Cute plus Appeal! (iii),
R,581,"""Rare Sweets?"" Akari Ōzora",https://images.dream-wonderland.com/photokatsu/Photokatsu_0581.jpg,Cute Flash,Good Combo!,
R+,582,"""Pink "" Akari Ōzora+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0582.jpg,Cute Flash,Good Combo!,
SR,583,"""Austere as Usual!"" Ran Shibuki",https://images.dream-wonderland.com/photokatsu/Photokatsu_0583.jpg,Happy Halloween,All Score UP! (iii),
SR+,584,"""Night Witch Ebipon"" Ran Shibuki+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0584.jpg,Butterfly Flip,All Score UP! (iii),
R,585,"""The Goddess' Trick"" Sumire Hikami",https://images.dream-wonderland.com/photokatsu/Photokatsu_0585.jpg,Cool Flash,Cool Change (ii),
R+,586,"""Purple "" Sumire Hikami+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0586.jpg,Cool Flash,Cool Change (ii),
PR,587,"""Halloween Kitty"" Seira Otoshiro",https://images.dream-wonderland.com/photokatsu/Photokatsu_0587.jpg,Premium Passion Beat,Cool Aura UP! (iv),
PR+,588,"""Cemetery Rock"" Seira Otoshiro+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0588.jpg,Premium Passion Beat,Cool Aura UP! (iv),
SR,589,"""The Original Little Devil"" Yū Hattori",https://images.dream-wonderland.com/photokatsu/Photokatsu_0589.png,Happy Halloween,Very Good plus Appeal!,
SR+,590,"""Rockin' Pumpkin"" Yū Hattori+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0590.jpg,Passion Beat,Very Good plus Appeal!,
SR,591,"""Honey Honey Bee"" Nina Dōjima",https://images.dream-wonderland.com/photokatsu/Photokatsu_0591.jpg,Happy Halloween,Pop Score UP! (iii),
SR+,592,"""The Candy Girl will give you!"" Nina Dōjima+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0592.jpg,Munching Monster,Pop Score UP! (iii),
PR,593,"""Sailor Dreaming"" Madoka Amahane",https://images.dream-wonderland.com/photokatsu/Photokatsu_0593.jpg,Premium Angel Arrow,All Score UP! (iv),
PR+,594,"""Sweet Pastel"" Madoka Amahane+",https://images.dream-wonderland.com/photokatsu/Photokatsu_594.png,Premium Angel Arrow,All Score UP! (iv),
SR,595,"""Neon Laser Beam"" Rin Kurosawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0595.jpg,Electro Groove,Cool Aura UP! (iii),
SR+,596,"""Cosmo's Neon Shooting Star"" Rin Kurosawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0596.jpg,Electro Groove,Cool Aura UP! (iii),
PR,597,"""Comfortable Tea Time"" Hime Shiratori",https://images.dream-wonderland.com/photokatsu/Photokatsu_0597.jpg,Premium Star Heartful World,Aura plus Appeal! (iv),
PR+,598,"""Everyone's Admired"" Hime Shiratori+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0598.jpg,Premium Star Heartful World,Aura plus Appeal! (iv),
SR,599,"""First Step!"" Yume Nijino",https://images.dream-wonderland.com/photokatsu/Photokatsu_0599.jpg,Star Cute Charm,Cute Aura UP! (iii),
SR+,600,"""Let's Picnic"" Yume Nijino+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0600.jpg,Star Heartful World,Cute Aura UP! (iii),
SR,601,"""Tip-toeing a little bit"" Koharu Nanakura",https://images.dream-wonderland.com/photokatsu/Photokatsu_0601.jpg,Star Sexy Charm,Very Good Combo!,
SR+,602,"""Cute Sinbad"" Koharu Nanakura+",https://images.dream-wonderland.com/photokatsu/Photokatsu_602.jpg,Star Kissing Jewel,Very Good Combo!,
SR,603,"""Drifting Arabian"" Mahiru Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0605.jpg,Star Sexy Charm,Sexy Score UP! (iii),
SR+,604,"""Radiance of the Ruby"" Mahiru Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0604.jpg,Star Kissing Jewel,Sexy Score UP! (iii),
SR,605,"""The Secret of Smiles"" Ako Saotome",https://images.dream-wonderland.com/photokatsu/Photokatsu_0603.jpg,Star Pop Charm,Pop Aura UP! (iii),
SR+,606,"""The Custard I Love"" Ako Saotome+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0606.png,Star Smiley Splash,Pop Aura UP! (iii),
R,607,Hime Shiratori,https://images.dream-wonderland.com/photokatsu/Photokatsu_0607.png,Star Cute Charm,Cute plus Appeal! (ii),
R+,608,Hime Shiratori+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0608.jpg,Star Cute Charm,Cute plus Appeal! (ii),
R,609,Tsubasa Kisaragi,https://images.dream-wonderland.com/photokatsu/Photokatsu_0609.jpg,Star Cool Charm,Cool Score UP! (ii),
R+,610,Tsubasa Kisaragi+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0610.jpg,Star Cool Charm,Cool Score UP! (ii),
R,611,Yozora Kasumi,https://images.dream-wonderland.com/photokatsu/Photokatsu_0611.png,Star Sexy Charm,Sexy Aura UP! (ii),
R+,612,Yozora Kasumi+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0612.jpg,Star Sexy Charm,Sexy Aura UP! (ii),
R,613,Yuzu Nikaidō,https://images.dream-wonderland.com/photokatsu/Photokatsu_0613.png,Star Pop Charm,Aura plus Appeal! (ii),
R+,614,Yuzu Nikaidō+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0614.jpg,Star Pop Charm,Aura plus Appeal! (ii),
R,615,Yume Nijino,https://images.dream-wonderland.com/photokatsu/Photokatsu_0615.jpg,Star Cute Charm,Cute Aura UP! (ii),
R+,616,Yume Nijino+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0616.jpg,Star Cute Charm,Cute Aura UP! (ii),
R,617,Laura Sakuraba,https://images.dream-wonderland.com/photokatsu/Photokatsu_0617.jpg,Star Cool Charm,Cool plus Appeal! (ii),
R+,618,Laura Sakuraba+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0618.jpg,Star Cool Charm,Cool plus Appeal! (ii),
R,619,Koharu Nanakura,https://images.dream-wonderland.com/photokatsu/Photokatsu_0619.png,Star Sexy Charm,Sexy Change (ii),
R+,620,Koharu Nanakura+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0620.jpg,Star Sexy Charm,Sexy Change (ii),
R,621,Ako Saotome,https://images.dream-wonderland.com/photokatsu/Photokatsu_0621.jpg,Star Pop Charm,Pop Change (ii),
R+,622,Ako Saotome+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0622.jpg,Star Pop Charm,Pop Change (ii),
R,623,Mahiru Kasumi,https://images.dream-wonderland.com/photokatsu/Photokatsu_0623.png,Star Sexy Charm,Sexy Aura UP! (ii),
R+,624,Mahiru Kasumi+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0624.jpg,Star Sexy Charm,Sexy Aura UP! (ii),
N,625,Nana Hanahata,https://images.dream-wonderland.com/photokatsu/Photokatsu_0625.jpg,Cute Charm,Cute Score UP! (i),
N+,626,Nana Hanahata+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0626.jpg,Cute Charm,Cute Score UP! (i),
N,627,Yukina Otoha,https://images.dream-wonderland.com/photokatsu/Photokatsu_0627.jpg,Cute Charm,Heartful Time (i),
N+,628,Yukina Otoha+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0628.jpg,Cute Charm,Heartful Time (i),
N,629,Himari Tamagawa,https://images.dream-wonderland.com/photokatsu/Photokatsu_0629.jpg,Cool Charm,Cool Aura UP! (i),
N+,630,Himari Tamagawa+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0630.jpg,Cool Charm,Cool Aura UP! (i),
N,631,Reina Sakuma,https://images.dream-wonderland.com/photokatsu/Photokatsu_0631.jpg,Cool Charm,Cool Change (i),
N+,632,Reina Sakuma+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0632.jpg,Cool Charm,Cool Change (i),
N,633,Airi Amemiya,https://images.dream-wonderland.com/photokatsu/Photokatsu_0633.jpg,Pop Charm,Pop plus Appeal! (i),
N+,634,Airi Amemiya+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0634.jpg,Pop Charm,Pop plus Appeal! (i),
N,635,Umi Kaiyama,https://images.dream-wonderland.com/photokatsu/Photokatsu_0635.jpg,Pop Charm,Pop Change (i),
N+,636,Umi Kaiyama+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0636.jpg,Pop Charm,Pop Change (i),
N,637,Shōko Hasumi,https://images.dream-wonderland.com/photokatsu/Photoktasu_0637.jpg,Sexy Charm,Sexy Change (i),
N+,638,Shōko Hasumi+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0638.jpg,Sexy Charm,Sexy Change (i),
N,639,Eri Sunakiyoshi,https://images.dream-wonderland.com/photokatsu/Photokatsu_0639.jpg,Sexy Charm,Sexy Score UP! (i),
N+,640,Eri Sunakiyoshi+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0640.jpg,Sexy Charm,Sexy Score UP! (i),
SR,641,"""Welcome to the House of Sweets"" Aoi Kiriya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0641.png,Happy Halloween,All Aura UP! (iii),
SR+,642,"""The Glittering Magic"" Aoi Kiriya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0642.png,Cosmo Showtime,All Aura UP! (iii),
SR,643,"""Red Star Witch"" Kī Saegusa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0643.png,Happy Halloween,Pop plus Appeal! (iii),
SR+,644,"""Ghosts are Surprising!"" Kī Saegusa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0644.jpg,Trick Toy Box,Pop plus Appeal! (iii),
R,645,"""Preparation is fun as well!"" Nono Daichi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0645.jpg,Sexy Flash,Sexy Aura UP! (ii),
R+,646,"""The Costume is also Super Cute""Nono Daichi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0646.jpg,Sexy Flash,Sexy Aura UP! (ii),
R,647,"""Exciting Halloween"" Lisa Shirakaba",https://images.dream-wonderland.com/photokatsu/Photokatsu_0647.png,Sexy Flash,Sexy plus Appeal! (ii),
R+,648,"""The Idea from the Two of Us"" Lisa Shirakaba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0648.jpg,Sexy Flash,Sexy plus Appeal! (ii),
PR,649,Legend Mizuki,https://images.dream-wonderland.com/photokatsu/Photokatsu_0649.jpg,Premium Double Moon Jewel,Perfect Combo!,
PR+,650,Legend Mizuki+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0650.png,Premium Double Moon Jewel,Perfect Combo!,
SR,651,Sumire Gelato,https://images.dream-wonderland.com/photokatsu/Photokatsu_0651.jpg,Clock Circus,Cool plus Appeal! (iii),
SR+,652,Sumire Gelato+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0652.jpg,Clock Circus,Cool plus Appeal! (iii),
SR,653,Jurius・ Caesar Salad,https://images.dream-wonderland.com/photokatsu/Photokatsu_0653.png,Power Sunshine,Sexy Score UP! (iii),
SR+,654,Jurius・Caesar Salad+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0654.jpg,Blossom Amore,Sexy Score UP! (iii),
SR,655,Akari Sunshine,https://images.dream-wonderland.com/photokatsu/Photokatsu_0655.jpg,Power Sunshine,Aura plus Appeal! (iii),
SR+,656,Akari Sunshine+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0656.png,Dreaming Heart,Aura plus Appeal! (iii),
SR,657,Hinaki Twister,https://images.dream-wonderland.com/photokatsu/Photokatsu_0657.jpg,Power Sunshine,Pop Aura UP! (iii),
SR+,658,Hinaki Twister+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0658.jpg,Cheerful Kiss,Pop Aura UP! (iii),
R,659,Ichigo Vampire,https://images.dream-wonderland.com/photokatsu/Photokatsu_0659.jpg,Cute Flash,Cute plus Appeal! (ii),
R+,660,Ichigo Vampire+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0660.jpg,Cute Flash,Cute plus Appeal! (ii),
R,661,Aoi Vampire,https://images.dream-wonderland.com/photokatsu/Photokatsu_0661.jpg,Cool Flash,Cool Aura UP! (ii),
R+,662,Aoi Vampire+,https://images.dream-wonderland.com/photokatsu/Photokatsu_0662.jpg,Cool Flash,Cool Aura UP! (ii),
PR,663,"""Fashion Time"" Yozora Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0663.png,Premium Star Kissing Jewel,Sexy Aura UP! (iv),
PR+,664,"""You've Stayed the Same..."" Yozora Kasumi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0664.png,Premium Star Kissing Jewel,Sexy Aura UP! (iv),
SR,665,"""My Suggested TV Show"" Hime Shiratori",https://images.dream-wonderland.com/photokatsu/Photokatsu_0665.png,Star Cute Charm,Aura plus Appeal! (iii),
SR+,666,"""The Chances to Shine"" Hime Shiratori+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0666.jpg,Star Heartful World,Aura plus Appeal! (iii),
SR,667,"""The Thing like Usual"" Laura Sakuraba",https://images.dream-wonderland.com/photokatsu/Photokatsu_0667.png,Star Cool Charm,Cool Score UP! (iii),
SR+,668,"""The Reason for Passing"" Laura Sakuraba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0668.jpg,Star Unchain Chord,Cool Score UP! (iii),
SR,669,"""Memories of Our Playtime"" Mahiru Kasumi",https://images.dream-wonderland.com/photokatsu/Photokatsu_0669.jpg,Star Sexy Charm,Sexy Aura UP! (iii),
SR+,670,"""Let's Hit it! Onee-chan!!"" Mahiru Kasumi+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0670.jpg,Star Kissing Jewel,Sexy Aura UP! (iii),
R,671,"""Let's get Enthusiastic Together?"" Ako Saotome",https://images.dream-wonderland.com/photokatsu/Photokatsu_0671.jpg,Star Pop Charm,Pop Aura UP! (ii),
R+,672,"""Her Surprising Side"" Ako Saotome+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0672.jpg,Star Pop Charm,Pop Aura UP! (ii),
SR,673,"""My Crowning TV Show"" Yume Nijino",https://images.dream-wonderland.com/photokatsu/Photokatsu_0673.jpg,Star Cute Charm,All Aura UP! (iii),
SR+,674,"""The Two Bonds"" Yume Nijino+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0674.jpg,Star Heartful World,All Aura UP! (iii),
R,675,"""An Egg Straight Ahead"" Koharu Nanakura",https://images.dream-wonderland.com/photokatsu/Photokatsu_0675.jpg,Star Sexy Charm,Good Combo!,
R+,676,"""Finding Someone Like Me"" Koharu Nanakura+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0676.jpg,Star Sexy Charm,Good Combo!,
PR,677,"""The Never-ending Road of Admiration"" Yume Nijino",https://images.dream-wonderland.com/photokatsu/Photokatsu_0677.png,Premium Star Heartful World,Cute Score UP! (iv),
PR+,678,"""Her Unleashed Power"" Yume Nijino+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0678.png,Premium Star Heartful World,Cute Score UP! (iv),
SR,679,"""Rock Style during Off days"" Laura Sakuraba",https://images.dream-wonderland.com/photokatsu/Photokatsu_0679.png,Star Cool Charm,Cool Aura UP! (iii),
SR+,680,"""This is my song!"" Laura Sakuraba+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0680.png,Star Unchain Chord,Cool Aura UP! (iii),
PR,681,"""Dreamy Candy"" Otome Arisugawa",https://images.dream-wonderland.com/photokatsu/Photokatsu_0681.png,Premium Purin's Yell,Pop Aura UP! (iv),
PR+,682,"""Sweet Puririn"" Otome Arisugawa+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0682.png,Premium Candy Rainbow,Pop Aura UP! (iv),
SR,683,"""Blue Candy"" Shion Kamiya",https://images.dream-wonderland.com/photokatsu/Photokatsu_0683.jpg,Purin's Yell,All Aura UP! (iii),
SR+,684,"""Stripe Puririn"" Shion Kamiya+",https://images.dream-wonderland.com/photokatsu/Photokatsu_0684.png,Candy Rainbow,All Aura UP! (iii),
